index,UID,l4,l3_UID
CS-02-04-46,Jkxir1g,Assess functional disability and activities of daily living.,JnICVUI
CS-02-04-47,Jkxir1k,"Understand the overview of physiotherapy, occupational therapy, and speech-language pathology.",JnICVUI
CS-02-04-48,Jkxir1o,"Understand the major walking aids, wheelchairs, prostheses (artificial limbs and feet), and orthotics.",JnICVUI
CS-02-04-49,Jkxir20,Develop a basic treatment plan for basic medical conditions (Table [Basic Medical Conditions]).,JnICVUI
CS-02-05-01,Jkxir28,Formulate plans for patient education in major diseases.,JnICVUM
CS-03-01-01,Jkxir3E,Perform basic clinical procedures related to investigation (Table [Basic Clinical Procedures]).,JnICVUU
CS-03-02-01,Jkxir3I,Perform basic clinical procedures related to treatment (Table [Basic Clinical Procedures]).,JnICVUY
CS-03-03-01,Jkxir3Q,Recognize critically ill based on vital signs and physical signs.,JnICVUg
CS-03-03-02,Jkxir3U,Perform basic life support.,JnICVUg
CS-03-03-03,Jkxir3Y,Assist in performing initial response (including advanced life support) for common and critical conditions.,JnICVUg
CS-03-03-04,Jkxir3k,Assist in the initial response to trauma.,JnICVUg
CS-03-03-05,Jkxirvw,Assist in the response to anaphylactic shock.,JnICVUg
CS-03-04-01,Jkxir3o,Draft various types of medical certificates and patient referral documents,JnICVUk
CS-03-04-02,Jkxir3s,Draft various certificates of post-mortem,JnICVUk
CS-03-05-01,Jkxir4Q,Understands how to consult with other departments.,JnICVUo
CS-03-05-02,Jkxir40,"Understands prevention, evaluation, treatment and cure of bedsores.",JnICVUo
CS-03-06-01,Jkxir48,Present appropriately at case review meetings.,JnICVUs
CS-03-06-02,Jkxir5E,appropriately report information obtained from medical examinations to senior physicians.,JnICVUs
CS-04-01-01,Jkxir5I,Participate in M&M conferences and expresses his/her own opinion.,JnICVU0
CS-04-01-02,Jkxir5M,Participate in CPC and express his/her own opinions.,JnICVU0
CS-05-01-01,JkxoFEA,"Understand the importance of improving medical care using quality improvement methods, and acquire the attitude of repeated evaluation.",JnICVU4
CS-05-02-01,JkxoFEE,"practice the health management (improvement of lifestyle habits, vaccination, measures to reduce radiation exposure) and occupational infection control (tuberculosis examination, vaccination) necessary for healthcare workers.",JnICVVA
CS-05-02-02,JkxoFEM,"Understand the need to improve the working environment of healthcare workers, including themselves, and make efforts to improve it in actual healthcare settings.",JnICVVA
CS-05-03-01,JkxoFD4,"Understand the management system for patient safety and the roles of each (risk manager, medical safety management committee, etc.).",JnICVVE
CS-05-03-02,JlBpVX0,Understand criminal and civil liability related to medical errors and administrative penalties under the Medical Practitioners Act.,JnICVVE
CS-05-04-01,JkxoFD8,"Understand and participate in the roles and significance of systems related to healthcare-associated infections (hospital infection control committee, nosocomial infection surveillance, infection control team, infection control manual, etc.).",JnICVVM
CS-05-04-02,JkxoFEI,Explain the need for and practice standard precautions (standard precautions).,JnICVVM
CS-05-04-03,JlBpVX4,Respond appropriately when encountering a needlestick accident or exposure to bodily fluids.,JnICVVM
CS-05-05-01,JlBpVX8,"Practice basic precautions (patient identification, double-checking, checklist method, alerting to drugs with similar names, fail-safe/fail-proof concept, etc.).",JnICVVQ
CS-05-05-02,JkxoFD0,"Share information on medical safety (adverse drug reactions, drug-related accidents, medical errors, what not to do, good practices, etc.) and analyze the information for post-procedural use.",JnICVVQ
CS-05-06-01,JkxoFDo,Understand and act on the importance of patient safety management for individuals and organizations.,JnICVVY
CS-05-06-02,JkxoFDs,"Understand the importance of medical records, and properly record and handle them.",JnICVVY
CS-05-06-03,JlBpRvs,Respond to inquiries with sincerity.,JnICVVY
CS-05-06-04,JlBpRvw,"Respond to, record, and report medical accidents (including incidents) when they occur.",JnICVVY
CM-01-01-01,Jli9Pdc,Demonstrate verbal communication skills to build good relationships.,JnICfjk
CM-01-01-02,Jli9Pdk,"Be aware of nonverbal communication (grooming, eye contact, facial expressions, gestures, etc.).",JnICfjk
CM-01-01-03,JkxhhVw,Treat patients and family members with respectful wording and attitude.,JnICfjk
CM-01-01-04,JkxhhVs,"Communicate with awareness of psychological factors (positive and negative emotions, etc.) related to interpersonal relationships.",JnICfjk
CM-01-01-05,JkxhhVo,Listen to the patients and their families and state facts and your opinion in a way that they can understand.,JnICfjk
CM-01-02-01,JkxhhV4,"Give sufficient consideration to the mental, physical, and social distress of patients and their families.",JnICfjs
CM-01-02-02,JkxhhWA,"Listen to patients and their families, understand their feelings such as anger, sadness, and anxiety, and empathize with them.",JnICfjs
CM-02-01-01,JkxhhWI,"Communicate with consideration for the diversity of patients and families (elderly, children, disabled, LGBTQ, nationality, race, cultural, linguistic, and customary differences, etc.).",JnICfjw
CM-02-01-02,JkxhhWM,"Explain in simple terms, using as little jargon as possible so that patients can understand.",JnICfjw
CM-02-02-01,JkxhhWQ,"Share information and perspectives with patients and their families, and support decision-making based on understanding and consent.",JnICfj4
CM-02-03-01,JmiwFHw,Understand issues that hinder patients' self-decision-making.,JnICfj8
CM-02-03-02,JmiwFH8,Respect the patient's experience and listen to them so that they can clarify their perspectives.,JnICfj8
CM-02-03-03,JmiwFIA,"Explain the best evidence in an easy-to-understand manner, using as little jargon as possible to support patient decision-making.",JnICfj8
CM-02-03-04,JmiwFII,Plan a treatment plan based on goals consistent with the patient's values.,JnICfj8
CM-03-01-01,JmiwmlM,Assess the patient's psychological and social background and needs for independent living.,JnICfkE
CM-03-01-02,JmiwmlQ,Identify and organize issues and problems that the patient may have.,JnICfkE
CM-03-01-03,JmiwmlU,"Gather necessary information from the patient's proxy, guardian, etc. when no information can be obtained from the patient himself/herself.",JnICfkE
CM-03-02-01,JmiwtUk,Communicate with the patient from the viewpoint of family and community.,JnICfkI
CM-03-02-02,JmiwtUo,Participate in medical treatment that takes into account psychological and social backgrounds.,JnICfkI
CM-03-02-03,JkxhhXA,Understand the uncertainty in medicine and take appropriate actions and attitudes.,JnICfkI
IP-01-01-01,Jkxp2HY,Share information related to patients/users/families with multiple professions and students in other health care faculties.,JnIB3j0
IP-01-02-01,Jkxp2Hg,"Explain, reply, and ask questions with respect for the roles and opinions of multiple professions and students in other health care faculties.",JnIB3kA
IP-01-03-01,Jkxp2Ho,"Refer and consult with appropriate facilities, specialties, and physicians for appropriate diagnosis, testing, and treatment.",JnIB3kE
IP-01-03-02,Jkxp2Hw,Share ideas and expectations among physicians to ensure continuity of patient care and physician accountability.,JnIB3kE
IP-02-01-01,Jkxp2H0,Communicate his/her knowledge and values to multiple professions and students in other health care faculties.,JnIB3kM
IP-02-01-02,Jkxp2H4,Fulfill his/her roles in the multiprofessional and other health care undergraduate student group.,JnIB3kM
IP-02-02-01,Jkxp2IE,Learn and grow together with multiple professions and students in other health care faculties.,JnIB3kQ
IP-02-02-02,Jkxp2Is,Understand concepts related to interpersonal relationships and interpersonal behavior.,JnIB3kQ
IP-02-03-01,Jkxp2IQ,Explain the role of the physician to multiple professions and students in other health care faculties.,JnIB3kY
IP-02-03-02,Jk314Eo,"Relate their own values, words, and actions in relation to those of multiple professions and students in other health care faculties.",JnIB3kY
IP-02-04-01,Jkxp2IY,"Understand the roles of other professions according to the work environment of hospitals, clinics, facilities, and other work environments and affiliations such as teams and departments.",JnIB3kc
SO-01-01-01,JkxoNsc,Understand the concept of public health.,JnH_3oE
SO-01-01-02,JlwC0qE,Understand the concept of cohesive and connected society.,JnH_3oE
SO-01-01-03,JkxoNsg,Understand the stages of prevention and their strategies.,JnH_3oE
SO-01-01-04,JkxoNsk,"contribute to publc health activity, understanding it significance of public health (health ccheckups, health promotion evenets, etc.).",JnH_3oE
SO-01-02-01,JkxoNso,"understand the significance and overview of basic human rights related to health (e.g. the right to life) and social security (social insurance, social welfare, and public assistance.)",JnH_3oM
SO-01-02-02,JkxoNsw,"discuss ideas for improving the social insurance, including pension, long-term care and medical insurance as universal health coverage, understanding their structures and problems.",JnH_3oM
SO-01-02-03,JkxoNs0,understand an overview of walfare for persons with disabilities (e.g. laws supprting daily and social life comprehensively for persons with disabilities: Services and Support for Persons with Disabilities Act).,JnH_3oM
SO-01-03-01,JkxoNs4,"understand roles of public health centers, community health centers, and regional institutes for hygenic and environmental sciences.",JnH_3oU
SO-01-03-02,JkxoNs8,"understand the significance and outline of Helth Promotion Act and health promotion measures for nutrition improvement and promotions of physical activities and rest, etc.",JnH_3oU
SO-01-03-03,JkxoNtA,understand foundamental systems and laws related to community health.,JnH_3oU
SO-01-03-04,JtPHo-Q,Understand the significance of mental health and welfare for the mentally disabled and related systems and laws.,JnH_3oU
SO-01-03-05,JtPHo-Y,"understand the significance and outline of maternal and child health measures with laws (Basic Law for Child and Maternal Health and Child Development, Maternal Protection Act, Maternal and Child Health Act, Child Welfare Act, Child Abuse Prevention and Treatment Act, etc.)",JnH_3oU
SO-01-03-06,JtPHo-c,"Understand the significance and overview of school health, including the School Health and Safety Act, the role of school physicians, and school infectious diseases.",JnH_3oU
SO-01-04-01,JkxoNtY,"understand the basic concept of occupational health, including its significance and three managements.",JnH_3oY
SO-01-04-02,JkxoNtc,understand foundamental systems and laws related to occupational and environmental health.,JnH_3oY
SO-01-04-03,JkxoNtg,Understand occupational accidents and occupational diseases and their countermeasures.,JnH_3oY
SO-01-04-04,JkxoNtk,Understand industrial poisoning caused by hazardous substances and its countermeasures,JnH_3oY
SO-01-05-01,JkxoNtw,Understand the concept and types of health crises and how to respond to them (including risk communication).,JnH_3og
SO-01-05-02,JkxoNt4,"understand foundamental systems and laws related to health crisis managements (contingencies such as infectious diseases, radiation accidents, and disasters).",JnH_3og
SO-01-05-03,JkxoNuE,"Understand the significance of disaster health care, including disaster base hospitals and various activity teams.",JnH_3og
SO-02-01-01,JkxoNuM,"Understand major demographic statistics (static and dynamic population) and classification and statistics of diseases and disabilities (ICD, etc.).",JnH_3ok
SO-02-01-02,JkxoNuQ,Explain life expectancy and healthy life expectancy.,JnH_3ok
SO-02-02-01,JkxoNuY,understand roles of epidemiology from public health and clinical perspective.,JnH_3os
SO-02-02-02,JkxoNuc,"Understand the difference between proportions, ratios, and rates and typical epidemiological indicators (e.g. prevalence, risk ratios, incidence rates).",JnH_3os
SO-02-02-03,JkxoNug,raise examples of major biases and confounding.,JnH_3os
SO-02-02-04,JkxoNuk,Explain the difference between direct and indirect methods in age-adjustment.,JnH_3os
SO-02-02-05,JkxoNuo,"Understand the main epidemiology study designs: observational (descriptive, cross-sectional, case-control, cohort) and interventional (randomized controlled trials, etc.).",JnH_3os
SO-02-02-06,JkxoNus,Understand epidemiologic approaches specific to acute infectious diseases.,JnH_3os
SO-02-02-07,JkxoNuw,Support decisions that affect populations while taking into account the limitations of the evidence.,JnH_3os
SO-02-03-01,JkxoNu0,"Describe scales (interval, ratio, ordinal, nominal).",JnH_3ow
SO-02-03-02,JkxoNu4,Explain the distribution of data (including missing values).,JnH_3ow
SO-02-03-03,JkxoNu8,Explain confidence intervals for the population mean of a normal distribution.,JnH_3ow
SO-02-03-04,JkxoNvA,"perform correlation analysis, statistical tests (mean, proportion), etc.",JnH_3ow
SO-02-03-05,JkxoNvE,Understand the significance of multivariate analysis.,JnH_3ow
SO-03-01-01,JkxoNvI,"Understand vegetative state, brain death, cardiac death, and determination of brain death.",JnH_3o4
SO-03-01-02,JkxoNvM,understand how to hundle unusual deaths and corner's inquests.,JnH_3o4
SO-03-01-03,JkxoNvQ,provide a death certificate or certificate of postmortem examination.,JnH_3o4
SO-03-01-04,JkxoNvU,understand forensic identification.,JnH_3o4
SO-03-01-05,JkxoNvY,"understand pathological autopsy and forensic autopsy (judicial autopsy, administrative autopsy, death investication and identification autopsy, and autopsy with consent.)",JnH_3o4
SO-04-01-01,JkxoNvk,support people to extend their healthy life expectancy.,JnH_3o8
SO-04-01-02,JkxoNvo,"act, understanding concepts related to disability and social environments, such as barrier-free access.",JnH_3o8
SO-04-02-01,JkxoNvs,"work proactively to eliminate gender inequality, such as discrimination against women and LGBTQ.",JnH_3pE
SO-04-03-01,JkxoNvw,"understand the relationship between climate change and health care , and ponder how patients' health can associate with the climate chage.",JnH_3pM
SO-04-03-02,JkxoNv0,"understand the role of physicians under natural disasters, such as a spread by an emerging infectious disease.",JnH_3pM
SO-04-04-01,JkxoNv8,understand an overview of the concepts in contemporary thoughts and philosophy.,JnH_3pQ
SO-04-05-01,JmiaT00,"relativize contemporary medical issues, reflecting on historical transitions in medicine and medical practice.",JnH_3pY
SO-04-06-01,JmiaT1A,understand the influence of econimics on medical practice.,JnH_3pc
SO-04-07-01,JtPHxa8,"describe their opinion, considering what equity is in distributing health care resources.",JtPHwC4
SO-05-01-01,JkxoNwM,understand the stipulated professional rights and duties by the Medical Practitioners Act.,JnH_3pk
SO-05-01-02,JkxoNwQ,explain the laws and systems determining medical professions.,JnH_3pk
SO-05-01-03,JkxoNwU,understand the types and functions of medical institutions stipulated by the Medical Care Act.,JnH_3pk
SO-05-01-04,JkxoNwY,understand the outline of Medical Care Plans. (in Medical Care Act),JnH_3pk
SO-05-01-05,Jk31tVk,understand an overview of interrelationships among problmes related to regional medical care delivery .,JnH_3pk
SO-05-01-06,Jk31tVo,describe thier own opinions about the medical care delivery systems and the ways doctors' work.,JnH_3pk
SO-05-02-01,JkxoNwc,understand an overview of medical and health issues in global health with thier historical and social contexts.,JnH_3po
SO-05-02-02,JkxoNwo,"understand the significance of universal health coverage, and raise examplars of problems related to health care systems around the world.",JnH_3po
SO-05-02-03,JkxoNws,understand an overview of health-related United Nations development goals and international organizations and groups involved in international collaboration in global health.,JnH_3po
SO-06-01-01,JkxoNxQ,"explore patients' self-perceived health, illness, and death in various situations (e.g. in their daily life and health care settings including outpatient/inpatient care, home and nursing care.)",JnH_3pw
SO-06-01-02,JkxoNxU,"understand and explain phenomena in medical practice with historical trends, social situations and various systems.",JnH_3pw
SO-06-01-03,JkxoNxc,"understand the influence of culture and customs on individuals and groups (e.g., communication).",JnH_3pw
