index,id,system,category,item,basic
TBL-01-00-520,JlvnmSU,"Otorhinolaryngology, Otorhinolaryngology, Oral cavity","Trauma/Injury of otorhinolaryngological, oropharyngeal, and oral cavity system","Eardrum injuries, etc.",
TBL-01-00-521,JlvnmSA,"Otorhinolaryngology, Otorhinolaryngology, Oral cavity","Trauma/Injury of the otorhinolarynx, pharynx, and oral cavity",Nasal bone fractures,
TBL-01-00-522,JlvnmSI,"Otorhinolaryngology, Otorhinolaryngology, Oral cavity","Trauma/Injury of otorhinolaryngological, oropharyngeal, and oral cavity system",Blowhole fracture,
TBL-01-00-523,JlvnmRc,"Otorhinolaryngology, Otorhinolaryngology, Oral cavity",None None,"Typical foreign bodies of the ear canal, nasal cavity, pharynx, larynx, trachea, and esophagus",
TBL-01-00-524,JlvnmT0,Mental system,None,Depression,●
TBL-01-00-525,JlvnmT4,Mental system,None,Bipolar disorder (manic depression),
TBL-01-00-526,JlvnmUA,mental,None None,Schizophrenia,●
TBL-01-00-527,JlvnmUw,mental,None None,Hyperventilation syndrome,
TBL-01-00-528,JlvnmUQ,mental,None None,Dissociative disorders,
TBL-01-00-529,JlvnmUk,Mental system,None None,Acute stress disorder,
TBL-01-00-530,JlvnmUE,mental,None None,Obsessive-compulsive disorder,
TBL-01-00-531,JlvnmUo,mental,None None,Post-traumatic stress disorder,
TBL-01-00-532,JlvnmUY,mental,None None,"Somatic symptom disorder (somatization disorder, pain disorder, psychosomatic disorder)",●
TBL-01-00-533,JlvnmUM,mental,None None,"Anxiety disorders (panic disorder, social anxiety disorder)",●
TBL-01-00-534,JlvnmUc,mental,None None,Psychosomatic disorders,
TBL-01-00-535,JlvnmU0,mental,None None,"Eating disorders (anorexia nervosa (bulimia nervosa), bulimia nervosa)",
TBL-01-00-536,JlvnmU8,mental,None None,Personality disorders,
TBL-01-00-537,JlvnmTU,Mental system,None,dementia,
TBL-01-00-538,JlvnmTg,Mental system,None,"Addictions (drug use, alcohol, gambling)",
TBL-01-00-539,JlvnmTY,Mental system,None,Symptomatic psychosis,
TBL-01-00-540,JmxLo08,Immunology & Allergy,None None,Systemic allergic diseases,
TBL-01-00-541,JmxLo0Y,Immunology and Allergy,None None,Rheumatoid arthritis,●
TBL-01-00-542,JlvnmW4,Immunology & Allergy,Vasculitis Syndrome,Malignant rheumatoid arthritis,
TBL-01-00-543,JmxLo0c,Immunology & Allergy,None None,"Adult Still's disease, Juvenile idiopathic arthritis (JIA)",
TBL-01-00-544,JmxLo0g,Immunology & Allergy,None None,"Systemic lupus erythematosus (SLE) and complications (CNS lupus, lupus nephritis, antiphospholipid antibody syndrome)",●
TBL-01-00-545,JmxLo0k,Immunology & Allergy,None None,Systemic scleroderma,
TBL-01-00-546,JmxLo0s,Immunology & Allergy,None None,Dermatomyositis and polymyositis,
TBL-01-00-547,JmxLo0w,Immunology & Allergy,None None,Mixed connective tissue diseases,
TBL-01-00-548,JmxLo00,Immunology & Allergy,None None,Sjögren's syndrome,
TBL-01-00-549,JmxLo04,Immunology & Allergy,None None,Behçet's disease,
TBL-01-00-550,JlvnmWI,Immunology & Allergy,Vasculitis Syndrome,Giant cell arteritis,
TBL-01-00-551,JlvnmWM,Immunology & Allergy,Vasculitis Syndrome,Takayasu's arteritis (aortitis syndrome),
TBL-01-00-552,JlvnmWU,Immunology & Allergy,Vasculitis Syndrome,Polyarteritis nodosa,
TBL-01-00-553,JlvnmWY,Immunology & Allergy,Vasculitis syndrome,Microscopic polyangiitis,
TBL-01-00-554,JlvnmWg,Immunology & Allergy,Vasculitis syndrome,Granulomatosis polyangiitis,
TBL-01-00-555,JlvnmWk,Immunology & Allergy,Vasculitis Syndrome,Eosinophilic polyangiitis granulomatosa,
TBL-01-00-556,JlvnmWs,Immunology & Allergy,Vasculitis Syndrome,IgA vasculitis,●
TBL-01-00-557,JlvnmW0,Immunology & Allergy,Vasculitis Syndrome,Kawasaki disease,●
TBL-01-00-558,JlvnmXA,Immunology & Allergy,Vasculitis Syndrome,Anti-glomerular basement membrane disease (anti-GBM disease),
TBL-01-00-559,JlvnmVE,Immunology & Allergy,Other rheumatic diseases,Ankylosing spondylitis,
TBL-01-00-560,JlvnmVI,Immunology & Allergy,Other rheumatic diseases,Reactive arthritis,
TBL-01-00-561,JlvnmVQ,Immunology & Allergy,Other rheumatic diseases,Psoriatic arthritis,
TBL-01-00-562,JlvnmVU,Immunology & Allergy,Other rheumatic diseases,Palmoplantar pustular arthritis,
TBL-01-00-563,JlvnmVg,Immunology & Allergy,Other Rheumatic Diseases,Osteoarthritis,
TBL-01-00-564,JlvnmVc,Immunology & Allergy,Other rheumatic diseases,Crystal-induced arthritis,
TBL-01-00-565,JlvnmVo,Immunology & Allergy,Other Rheumatic Diseases,Polymyalgia rheumatica,
TBL-01-00-566,JlvnmVs,Immunology & Allergy,Other Rheumatic Diseases,Fibromyalgia,
TBL-01-00-567,JlvnmV0,Immunology & Allergy,Other Rheumatic Diseases,IgG4-related diseases,
TBL-01-00-568,JlvnmWA,Immunology & Allergy,Other Rheumatic Diseases,Rheumatic fever,
TBL-01-00-569,JmxLo1M,Immunology & Allergy,None None,Autoinflammatory diseases,
TBL-01-00-570,JmxLo1A,Immunology & Allergy,None None,Acquired Immunodeficiency Syndrome (AIDS),●
TBL-01-00-571,JmxLo1E,Immunology & Allergy,None None,Primary immunodeficiency syndrome,
TBL-01-00-572,JmxLo1I,Immunology & Allergy,None None,"Secondary immunodeficiency syndromes (due to malignancy, medically-induced or autoimmune diseases)",
TBL-01-00-573,JlvnmXE,Infectious Diseases,Community-acquired infections,Meningoencephalitis,●
TBL-01-00-574,JlvnmXM,Infectious Diseases,Community-acquired infections,Pharyngitis,
TBL-01-00-575,JlvnmXY,Infectious Diseases,Community-acquired infections,Bloodstream infection/Infective endocarditis,●
TBL-01-00-576,JlvnmXc,Infectious Diseases,Community-acquired infections,Pneumonia (typical and atypical),●
TBL-01-00-577,JlvnmXk,Infectious Diseases,Community-acquired infections,Intra-abdominal infection,
TBL-01-00-578,JlvnmXo,Infectious Disease,Community-acquired infections,Cystitis/pyelonephritis,●
TBL-01-00-579,JlvnmXw,Infectious Disease,Community-acquired infections,Skin and soft tissue infections,
TBL-01-00-580,JlvnmX0,Infectious Disease,Community-acquired infections,Arthritis,
TBL-01-00-581,JlvnmX4,Infectious Disease,Healthcare-associated infections,Intravascular indwelling catheter-related infections,●
TBL-01-00-582,JlvnmX8,Infectious Disease,Healthcare-associated infections,Urinary catheter infection,●
TBL-01-00-583,JlvnmYE,Infectious Disease,Healthcare-associated infections,Healthcare-associated pneumonia/ventilator-associated pneumonia,
TBL-01-00-584,JlvnmYI,Infectious Disease,Healthcare-associated infections,Surgical site infection,●
TBL-01-00-585,JlvnmYQ,Infectious Disease,Healthcare-associated infections,Clostridioides difficile infection,
TBL-01-00-586,JlvnmYU,Infectious Disease,Immunodeficiency,Diabetes mellitus,
TBL-01-00-587,JlvnmYc,Infectious Disease,Immunodeficiency,Kidney disease,
TBL-01-00-588,JlvnmYg,Infectious Disease,Immunodeficiency,Liver Disease,
TBL-01-00-589,JlvnmYo,Infectious Disease,Immunodeficiency,Cancer/Hematological disease,
TBL-01-00-590,JlvnmYs,Infectious Disease,Immunodeficiency,Neutropenia,
TBL-01-00-591,JlvnmY0,Infectious Disease,Immunodeficiency,Immunosuppressive drug use,
TBL-01-00-592,JlvnmY8,Infectious Disease,Immunodeficiency,HIV/AIDS,
TBL-01-00-593,JlvnmZA,Infectious Disease,Immunodeficiency,Organ transplant,
TBL-01-00-594,JlvnmZI,Infectious Disease,Vaccine-Preventable Diseases,Measles,
TBL-01-00-595,JlvnmZM,Infectious Disease,Vaccine-Preventable Diseases,Rubella,
TBL-01-00-596,JlvnmZU,Infectious Disease,Vaccine-preventable diseases,Mumps,
TBL-01-00-597,JlvnmZY,Infectious Disease,Vaccine-preventable diseases,Chickenpox,
TBL-01-00-598,JlvnmZg,Infectious Disease,Vaccine-preventable diseases,Hepatitis B,
TBL-01-00-599,JlvnmZk,Infectious Disease,Vaccine-preventable diseases,Haemophilus influenzae,
TBL-01-00-600,JlvnmZs,Infectious Disease,Vaccine-preventable diseases,Streptococcus pneumoniae,
TBL-01-00-601,JlvnmZ0,Infectious Disease,Vaccine-preventable diseases,Tetanus Diphtheria,
TBL-01-00-602,JlvnmZ4,Infectious Disease,Vaccine-preventable diseases,Influenza,
TBL-01-00-603,JlvnmaA,Infectious Disease,Vaccine-preventable diseases,New coronavirus,
TBL-01-00-604,JlvnmaE,Tumors,"Blood, hematopoietic and lymphatic systems",Acute leukemia,●
TBL-01-00-605,JlvnmaM,Tumors,"Blood, hematopoietic and lymphatic systems",Chronic myelogenous leukemia,
TBL-01-00-606,JlvnmaQ,Tumors,"Blood, hematopoietic and lymphatic systems",Myelodysplastic syndrome,
TBL-01-00-607,JlvnmaY,Tumor,"Blood, blood-forming organs, lymphatic system",Adult T-cell leukemia,
TBL-01-00-608,Jlvnmac,Tumor,"Blood, blood-forming organs, lymphatic system",Erythropoiesis,
TBL-01-00-609,Jlvnmak,tumor,"Blood, blood-forming organs, lymphatic system",Essential thrombocythemia,
TBL-01-00-610,Jlvnmao,tumor,"Blood, blood-forming organs, lymphatic system",Myelofibrosis,
TBL-01-00-611,Jlvnmas,tumor,"Blood, blood-forming organs, lymphatic system",Malignant lymphoma,
TBL-01-00-612,Jlvnmaw,tumor,"Blood, blood-forming organs, lymphatic system",Multiple myeloma,
TBL-01-00-613,Jlvnma4,tumor,Nervous system,Glioblastoma,
TBL-01-00-614,Jlvnma8,tumor,Nervous system,Meningiomas,
TBL-01-00-615,JlvnmbE,tumor,Nervous system,Neurolemmoma,
TBL-01-00-616,JlvnmbI,tumor,Nervous system,Metastatic brain tumors,
TBL-01-00-617,JlvnmbQ,tumor,Dermatological system,Basal cell carcinoma,
TBL-01-00-618,JlvnmbU,tumor,Dermal system,Spinous cell carcinoma,
TBL-01-00-619,Jlvnmbc,tumor,Dermal system,Malignant melanoma,
TBL-01-00-620,Jlvnmbg,tumor,Dermal system,Malignant lymphoma,
TBL-01-00-621,Jlvnmbo,tumor,Motor (musculoskeletal) system,Osteosarcoma,
TBL-01-00-622,Jlvnmbs,tumor,Motor (musculoskeletal) system,Chondrosarcoma,
TBL-01-00-623,Jlvnmb0,tumor,Motor (musculoskeletal) system,Ewing sarcoma,
TBL-01-00-624,Jlvnmb8,tumor,Motor (musculoskeletal) system,Metastatic spinal tumor,
TBL-01-00-625,JlvnmcA,tumor,Circulatory system,Myxoma,
TBL-01-00-626,JlvnmcI,tumor,Respiratory system,Lung cancer,●
TBL-01-00-627,JlvnmcM,tumor,Respiratory system,Pleural mesothelioma,
TBL-01-00-628,JlvnmcU,tumor,Respiratory system,Metastatic lung tumor,
TBL-01-00-629,JlvnmcY,tumor,Respiratory system,Mediastinal tumors (including thymoma),
TBL-01-00-630,Jlvnmcg,tumor,Digestive system,Esophageal cancer,●
TBL-01-00-631,Jlvnmco,tumor,Digestive system,Stomach cancer,●
TBL-01-00-632,Jlvnmcs,tumor,Digestive system,Colorectal polyps,
TBL-01-00-633,Jlvnmc0,tumor,Digestive Organs,Colorectal cancer,●
TBL-01-00-634,Jlvnmc4,tumor,Digestive Organs,Gallbladder and bile duct cancer,
TBL-01-00-635,JlvnmdA,tumor,Digestive Organs,Primary liver cancer,●
TBL-01-00-636,JlvnmdE,tumor,Digestive Organs,Pancreatic neuroendocrine tumors,
TBL-01-00-637,JlvnmdM,tumor,Digestive Organs,Cystic pancreatic tumor,
TBL-01-00-638,JlvnmdQ,tumor,Digestive Organs,Pancreatic cancer,●
TBL-01-00-639,JlvnmdY,tumor,Renal and Urinary System,Renal cancer,●
TBL-01-00-640,Jlvnmdg,tumor,Renal and Urinary System,Cancer of the renal pelvis and ureter/bladder,●
TBL-01-00-641,Jlvnmdk,tumor,Reproductive system,Prostate cancer,●
TBL-01-00-642,Jlvnmds,tumor,Reproductive system,Testicular tumor,
TBL-01-00-643,Jlvnmdw,tumor,Reproductive system,Cancer of the cervix,●
TBL-01-00-644,Jlvnmd4,tumor,Reproductive system,Uterine cancer (endometrial cancer),●
TBL-01-00-645,JlvnmeA,tumor,Reproductive system,Ovarian tumor,●
TBL-01-00-646,JlvnmeM,tumor,Reproductive system,Choriocarcinoma,
TBL-01-00-647,JlvnmeE,tumor,Reproductive system,Hydatidiform mole,
TBL-01-00-648,JlvnmeQ,tumor,Breast,Primary breast cancer,●
TBL-01-00-649,JlvnmeY,tumor,Breast,Fibroadenoma,
TBL-01-00-650,Jlvnmec,tumor,Breast,Mastopathy,
TBL-01-00-651,Jlvnmeo,tumor,"Endocrine, Nutritional and Metabolic System",Adenomatous goiter,
TBL-01-00-652,Jlvnmek,tumor,"Endocrine, Nutritional and Metabolic System",Pituitary tumor,
TBL-01-00-653,Jlvnmew,tumor,"Endocrine, Nutritional and Metabolic Systems",Thyroid cancer,
TBL-01-00-654,Jlvnme0,tumor,"Endocrine, Nutritional and Metabolic Systems",Pheochromocytoma,
TBL-01-00-655,Jlvnme4,tumor,"Endocrine, Nutritional and Metabolic System",Multiple endocrine neoplasia,
TBL-01-00-656,Jlvnme8,tumor,Eye and vision system,Retinoblastoma,
TBL-01-00-657,JlvnmfE,tumor,"Otorhinolaryngology, Throat, and Oral (Head and Neck)",Tongue cancer,
TBL-01-00-658,JlvnmfI,tumor,"Otorhinolaryngology, Otorhinolaryngology, Oral (Head and Neck)",Pharyngeal cancer,
TBL-01-00-659,JlvnmfQ,tumor,"Otorhinolaryngology, Otorhinolaryngology, Oral (Head and Neck)",Laryngeal cancer,
TBL-01-00-660,JlvnmfU,tumor,Pediatric,Brain tumor,
TBL-01-00-661,Jlvnmfc,tumor,Pediatric,Hematologic tumor,
TBL-01-00-662,Jlvnmfg,tumor,Pediatric,Retinoblastoma,
TBL-01-00-663,Jlvnmfo,tumor,Pediatric,Neuroblastoma,
TBL-01-00-664,Jlvnmfs,tumor,Pediatric,Nephroblastoma,
TBL-01-00-665,Jlvnmf0,tumor,Pediatric,Hepatoblastoma,
TBL-01-00-666,Jlvnmf4,tumor,Pediatric,"Germ cell tumors, including teratomas",
TBL-01-00-667,Jlvnmf8,tumor,Hereditary Tumors,Familial colorectal adenomatosis,
TBL-01-00-668,JlvnmgA,tumor,Hereditary Tumors,Hereditary breast and ovarian cancer syndrome,
TBL-01-00-669,JlvnmgI,tumor,Hereditary tumors,Hereditary non-polyposis colorectal cancer <Lynch syndrome,
TBL-01-00-670,JlvnmgM,tumor,Hereditary Oncology,Li-Fraumeni syndrome,
TBL-01-00-671,JlvnmgU,tumor,Oncology Emergencies,Spinal cord compression by tumor,
TBL-01-00-672,JlvnmgY,tumor,Oncology Emergency,Tumor Collapse,
TBL-01-00-673,Jlvnmgg,tumor,Oncology Emergency,Superior vena cava syndrome,
TBL-01-00-674,Jlvnmgk,tumor,Oncology Emergency,Tumor-induced metabolic disorder,
TBL-01-00-675,Jlvnmgs,tumor,Oncology Emergency,"Treatment adverse events, etc.",
